perfume,brand,gender,rating_value,rating_count,year,mainaccord1,mainaccord2,mainaccord3,mainaccord4,notes,luxury_or_cheap
la-belle-paradise-garden,jean-paul-gaultier,women,4.05,426,2024.0,other,other,powdery,iris,"blue lotus, iris, vanilla",luxury
le-male-aviator,jean-paul-gaultier,men,4.05,355,2020.0,other,other,woody,aquatic,"mint, violet leaf, woodsy notes",luxury
just-oud,lattafa-perfumes,unisex,4.05,42,2014.0,other,other,rose,fruity,"raspberry, saffron, geranium, rose, incense, white musk, agarwood (oud), amber",cheap
mazaaji,lattafa-perfumes,women,4.05,262,,white floral,other,citrus,woody,"orange blossom, mandarin orange, bulgarian rose, turkish rose, jasmine, patchouli, vanilla, amber, sandalwood",cheap
oud-mood,lattafa-perfumes,unisex,4.05,1403,,other,other,woody,warm spicy,"rose, saffron, pimento, agarwood (oud), caramel, floral notes, patchouli, woody notes, resins, amber, incense, musk",cheap
shaari,lattafa-perfumes,unisex,4.05,77,2022.0,other,other,leather,smoky,"cinnamon, agarwood, saffron, sandalwood, rose, incense, leather, vanilla, amber, musk",cheap
phantom-intense,paco-rabanne,men,4.05,318,2024.0,other,woody,citrus,warm spicy,"orange blossom, lemon, cardamom, lavender, clary sage, rum, vanilla, cedar, moss",luxury
ultraviolet,paco-rabanne,men,4.05,2323,2001.0,other,aromatic,amber,fresh spicy,"mint, amber, vetiver, pepper, spicy notes, oakmoss, vanilla",luxury
ultraviolet-summer-pop,paco-rabanne,women,4.05,80,2007.0,citrus,fruity,floral,sweet,"pink grapefruit, pink pepper, apricot, sunflower, osmanthus, vanilla, sandalwood",luxury
vendetta-donna,valentino,women,4.05,519,1991.0,floral,other,fruity,powdery,"plum, peach, aldehydes, hiacynth, orange blossom, water lily, green notes, bergamot, honey, tuberose, marigold, carnation, narcissus, ylang-ylang, orris root, jasmine, rose, heliotrope, orchid, benzoin, amber, sandalwood, vanilla, tonka bean, musk, patchouli, cedar, vetiver",luxury
black-opium-pure-illusion,yves-saint-laurent,women,4.05,103,2017.0,other,other,vanilla,almond,"pear, pink pepper, orange blossom, coffee, almond, jasmine, licorice, vanilla, cedar, patchouli, cashmere wood",luxury
l-homme-libre-cologne-tonic,yves-saint-laurent,men,4.05,167,2013.0,other,aromatic,aquatic,powdery,"watery notes, lemon verbena, pink pepper, violet, aldehydes, basil, vetiver, cashmeran, musk, amber, leather",luxury
paris-premieres-roses-2012,yves-saint-laurent,women,4.05,78,2012.0,other,other,fresh,white floral,"hamanasu or japanese rose, violet, orange blossom, rose, lily-of-the-valley, peony, white musk, sandalwood",luxury
parisienne-l-eau,yves-saint-laurent,women,4.05,144,2012.0,fruity,woody,rose,green,"rose, green notes, vinyl, violet leaf, black currant, cranberry, red berries, musk, patchouli, cedar",luxury
michael-kors-for-men,michael-kors,men,4.05,489,2014.0,other,woody,soft spicy,warm spicy,"star anise, elemi, black pepper, thyme, bergamot, coriander, suede, incense, sage, patchouli, sandalwood, woody notes, musk",luxury
dkny-sweet-delicious-creamy-meringue,donna-karan,women,4.05,583,2012.0,other,citrus,lactonic,,"custard, sweet notes, amalfi lemon, bergamot, frangipani, passion flower, freesia, musk, amber, virginia cedar",cheap
gourmand-white-flowers,dossier,women,4.05,133,2021.0,other,other,caramel,woody,"green tea, bergamot, red berries, freesia, orchid, white flowers, rose, patchouli, caramel, vanilla, musk",cheap
vivid,liz-claiborne,women,4.05,244,1993.0,floral,white floral,powdery,violet,"freesia, violet, tangerine, egyptian sage, bergamot, iris, jasmine, tiare flower, bulgarian rose, peony, lily, musk, sandalwood, vanilla, amber",cheap
patrick-dempsey-2,avon,men,4.06,157,2009.0,woody,other,amber,fresh spicy,"mandarin orange, saffron, fig leaf, nutmeg, incense, walnut, labdanum, guaiac wood, leather, patchouli, musk",cheap
glitter-fantasy,britney-spears,women,4.06,245,2020.0,fruity,other,sweet,floral,"red fruits, plum, heliotrope, lotus, violet, musk, benzoin, agarwood (oud)",cheap
love-the-way-you-taste,by-kilian,unisex,4.06,181,2018.0,other,aromatic,citrus,floral,"mint, lemon, magnolia, green leaves, vetiver",luxury
ck-one-shock-for-him,calvin-klein,men,4.06,6410,2011.0,other,other,amber,sweet,"lavender, clementine, cucumber, cardamom, pepper, basil, osmanthus, tobacco, amber, patchouli, woodsy notes, musk",cheap
ck-one-summer-2006,calvin-klein,unisex,4.06,244,2006.0,citrus,fruity,aromatic,ozonic,"melon, mandarin leaf, lemon, lemon verbena, freesia, rhubarb, peach, incense, musk, cedar",cheap
ck-one-summer-2011,calvin-klein,unisex,4.06,318,2011.0,citrus,aromatic,fruity,marine,"citruses, tangerine, melon, fern, sea water, amalfi lemon, rhuburb, lemon verbena, freesia, peach, virginia cedar, musk, incense",cheap
ck-one-summer-2014,calvin-klein,unisex,4.06,597,2014.0,citrus,aromatic,sweet,woody,"lime, grapefruit, melon, tequila, cypress, freesia, coconut milk, sugar, cedar",cheap
euphoria-men-intense,calvin-klein,men,4.06,1883,2008.0,other,other,fresh spicy,woody,"ginger, pepper, black basil, cedar, sage, vetiver, amber, agarwood (oud), patchouli, myrrh, labdanum",cheap
bad-boy-dazzling-garden,carolina-herrera,men,4.06,96,2023.0,other,other,fresh spicy,aromatic,"white pepper, grapefruit, clary sage, vetiver, cacao, tonka bean",luxury
paris-biarritz,chanel,unisex,4.06,860,2018.0,citrus,other,fresh spicy,white floral,"tangerine, bergamot, lemon, orange, grapefruit, neroli, green notes, lily-of-the-valley, white musk, patchouli",luxury
misia-eau-de-parfum,chanel,women,4.06,812,2016.0,other,other,fruity,iris,"aldehydes, litchi, raspberry, turkish rose, grasse rose, peach, violet, powdery notes, orris root, leather, vanilla, tonka bean, benzoin",luxury
original-santal,creed,unisex,4.06,2595,2005.0,other,woody,fresh spicy,warm spicy,"juniper berries, coriander, ginger, rosemary, bergamot, mandarin orange, sandalwood, lavender, orange blossom, geranium, tonka bean, musk, cedar, oakmoss",luxury
cruise-collection-escale-a-portofino,dior,women,4.06,2349,2008.0,citrus,aromatic,fresh spicy,woody,"bergamot, lemon, petitgrain, orange blossom, juniper berries, almond, cypress, cedar, musk, galbanum, caraway",luxury
fahrenheit-32,dior,men,4.06,2348,2007.0,other,white floral,sweet,citrus,"orange blossom, vetiver, vanilla",luxury
j-adore-l-absolu,dior,women,4.06,1756,2007.0,white floral,other,tuberose,sweet,"ylang-ylang, jasmine, tuberose, rose, fruity notes, musk, woodsy notes",luxury
acqua-di-gio-eau-de-parfum,giorgio-armani,men,4.06,2388,2022.0,other,other,mineral,citrus,"sea notes, green mandarin, clary sage, lavender, geranium, mineral notes, vetiver, patchouli",luxury
ocean-di-gioia,giorgio-armani,women,4.06,1563,2020.0,white floral,other,green,fruity,"pear, green notes, citruses, water jasmine, salt, lily-of-the-valley, rose, musk, sandalwood",luxury
armani-code-sport,giorgio-armani,men,4.06,1481,2011.0,citrus,aromatic,green,warm spicy,"mint, mandarin orange, lemon, ginger flower, vetiver, water notes, amber",luxury
armani-code-summer-pour-femme,giorgio-armani,women,4.06,98,2009.0,white floral,citrus,fresh,aquatic,"water notes, bitter orange, neroli, pear, african orange flower, jasmine, ginger, cyclamen, musk, woodsy notes, vanilla",luxury
armani-code-summer-pour-femme-2010,giorgio-armani,women,4.06,112,2010.0,citrus,white floral,fresh,floral,"bitter orange, neroli, pear, ginger, jasmine, cyclamen, african orange flower, musk, vanille, woodsy notes",luxury
santal-dan-sha,giorgio-armani,unisex,4.06,295,2022.0,woody,other,aromatic,powdery,"guatemalan cardamom, calabrian bergamot, violet leaf, elemi, musk, olibanum, sandalwood, virginia cedar, dreamwood",luxury
emporio-armani-diamonds-for-men,giorgio-armani,men,4.06,1830,2008.0,woody,other,citrus,fresh spicy,"bergamot, guaiac wood, sichuan pepper, cedar, vetiver, cacao, amber",luxury
eau-des-merveilles,hermes,women,4.06,7412,2004.0,woody,other,aromatic,citrus,"orange, elemi resin, lemon, amber, pepper, pink pepper, violet, fir, cedar, madagascar vetiver, oakmoss, benzoin",luxury
star-magnolia,jo-malone-london,women,4.06,288,2017.0,citrus,other,aromatic,fresh,"lemon, ginger, shiso, magnolia, neroli, amber, cedar",luxury
vanilla-anise,jo-malone-london,unisex,4.06,779,2009.0,other,other,vanilla,floral,"star anise, fennel, neroli, bergamot, frangipani, orchid, clove, tuberose, jasmine, vanilla, tonka bean, vetiver, amber",luxury
white-moss-snowdrop-cologne-limited-edition,jo-malone-london,unisex,4.06,47,2022.0,citrus,other,mossy,fresh,"petitgrain, clementine, snowdrops, neroli, moss, amber, tonka bean",luxury
silver-needle-tea,jo-malone-london,unisex,4.06,125,2016.0,other,other,rose,citrus,"bergamot, saffron, rose, mimosa, musk, herbal notes",luxury
masa,lattafa-perfumes,unisex,4.06,246,2023.0,other,other,warm spicy,fruity,"mango, saffron, lemon, pink pepper, violet leaf, ginger, osmanthus, orange blossom, mineral notes, suede, patchouli, amber",cheap
thouq,lattafa-perfumes,unisex,4.06,68,2022.0,other,other,smoky,fruity,"litchi, bergamot, rose, incense, amber, vetiver",cheap
niche-royal-rouge,maison-alhambra,women,4.06,36,2022.0,woody,citrus,white floral,yellow floral,"bitter orange, pink pepper, bergamot, fruits, ylang-ylang, jasmine sambac, rose, lily-of-the-valley, patchouli, sandalwood, amber, vanilla",cheap
eau-paco-rabanne,paco-rabanne,men,4.06,233,2002.0,other,aromatic,citrus,woody,"bergamot, lavender, lemon, orange blossom, basil, vetiver, pepper, precious woods, incense, oakmoss, musk, sandalwood, amber, leather",luxury
1-million-absolutely-gold,paco-rabanne,men,4.06,451,2012.0,floral,other,citrus,animalic,"mandarin orange, flowers, leather",luxury
ultraviolet-liquid-metal-for-men,paco-rabanne,men,4.06,31,2004.0,other,other,amber,citrus,"mint, mandarin orange, coriander, amber, musk",luxury
galloway,parfums-de-marly,unisex,4.06,1580,2014.0,citrus,other,powdery,fresh spicy,"citruses, pepper, orange blossom, iris, musk, amber",luxury
prada-candy-kiss,prada,women,4.06,2237,2016.0,other,white floral,vanilla,powdery,"musk, musk, orange blossom, musk, vanilla",luxury
valentino-uomo-born-in-roma-green-stravaganza,valentino,men,4.06,1382,2024.0,citrus,other,aromatic,fresh spicy,"calabrian bergamot, coffee, vetiver",luxury
valentina-assoluto,valentino,women,4.06,2038,2012.0,other,white floral,woody,vanilla,"truffle, peach, bergamot, madagascar vanilla, tuberose, italian jasmine, patchouli, oakmoss, cedar",luxury
valentino-donna,valentino,women,4.06,3919,2015.0,other,other,powdery,leather,"bergamot, grapefruit, iris, bulgarian rose, praline, mahonial, leather, vanilla, patchouli",luxury
black-opium-nuit-blanche,yves-saint-laurent,women,4.06,2275,2016.0,other,other,vanilla,caramel,"rice, anise, bourbon pepper, coffee, orange blossom, coriander, peony, vanilla, milk, caramel, sandalwood, white musk",luxury
elle,yves-saint-laurent,women,4.06,5981,2007.0,woody,other,patchouli,fresh,"litchi, peony, amalfi lemon, pink pepper, rose, jasmine, freesia, patchouli, vetiver, cedar, ambrette (musk mallow)",luxury
opium-collector-s-edition-2014,yves-saint-laurent,women,4.06,31,2014.0,citrus,aromatic,amber,vanilla,"mandarin orange, bergamot, carnation, jasmine, amber, vanilla absolute, vetiver",luxury
parisienne-edition-singuliere,yves-saint-laurent,women,4.06,31,2013.0,fruity,other,woody,violet,"blueberry, cranberry, vinyl, damask rose, violet, vetiver, sandalwood",luxury
y-live,yves-saint-laurent,men,4.06,839,2019.0,other,citrus,fresh spicy,white floral,"orange blossom, ginger, bergamot, juniper, sage",luxury
dkny-be-delicious-city-blossom-rooftop-peony,donna-karan,women,4.06,126,2014.0,floral,other,fresh,fruity,"apple blossom, bergamot, mandarin orange, black currant, peony, rose, raspberry, amber, mignonette, sandalwood",cheap
dkny-be-delicious-city-blossom-urban-violet,donna-karan,women,4.06,98,2014.0,floral,other,violet,fruity,"apple blossom, red berries, mandarin orange, violet, freesia, rose petals, musk, orris root, sandalwood",cheap
curve-soul-for-men,liz-claiborne,men,4.06,225,2005.0,woody,fruity,aromatic,fresh,"bamboo leaf, green apple, bergamot, mandarin orange, litchi, lavender, violet, sage, cedar, spices, sandalwood, oakmoss, amber, vetiver",cheap
spark-for-men,liz-claiborne,men,4.06,175,2003.0,other,woody,honey,sweet,"rum, cardamom, pepper, honey, cognac, fig leaf, amber, sandalwood",cheap
lanvin-l-homme,lanvin,men,4.06,1440,1997.0,other,other,citrus,lavender,"lavender, bergamot, neroli, mandarin orange, mint, sage, pepper, cardamom, musk, sandalwood, vanilla, amber",cheap
intensity,kenneth-cole,unisex,4.06,79,2018.0,other,other,sweet,leather,"cardamom, pink pepper, leather, tobacco leaf, saffron, nutmeg, tonka bean, coffee, woody notes",cheap
forever-elizabeth,elizabeth-taylor,women,4.06,631,2002.0,fruity,white floral,powdery,green,"apple, green notes, blackberry, italian mandarin, tiare flower, egyptian jasmine, rose, violet, orchid, woody notes, sandalwood, white musk, cloves, amber",cheap
herve-leger-homme,avon,men,4.07,148,2010.0,woody,other,citrus,warm spicy,"ginger, yuzu, woodsy notes, amber",cheap
fantasy-intimate-edition,britney-spears,women,4.07,1824,2015.0,other,other,musky,powdery,"litchi, italian lemon, violet leaf, brown sugar, ozonic notes, genet, jasmine, lily-of-the-valley, vanilla, white musk, heliotrope, benzoin",cheap
private-show,britney-spears,women,4.07,1931,2016.0,other,other,coffee,vanilla,"whipped cream, coffee, nectarine, clementine, dulce de leche, jasmine sambac, orange blossom, amber, musk",cheap
vip-private-show,britney-spears,women,4.07,555,2017.0,fruity,other,citrus,tropical,"mango, red apple, blood orange, violet, orange blossom, magnolia, raspberry, amber, musk, woody notes",cheap
aqva-pour-homme-marine,bvlgari,men,4.07,3975,2008.0,other,citrus,aromatic,marine,"grapefruit, neroli, mandarin orange, petitgrain, water notes, seaweed, rosemary, virginia cedar, amber",luxury
erea,bvlgari,women,4.07,56,2020.0,other,other,amber,aromatic,"cardamom, olibanum, madagascar vanilla",luxury
cruel-intentions,by-kilian,unisex,4.07,939,2007.0,woody,other,oud,rose,"rose, violet, bergamot, african orange flower, agarwood (oud), guaiac wood, papyrus, vetiver, sandalwood, vanille, castoreum, styrax, musk",luxury
lemon-in-zest,by-kilian,unisex,4.07,199,2015.0,citrus,woody,aromatic,earthy,"italian lemon, mandarin orange, brandy, vanilla, haitian vetiver, indonesian patchouli leaf",luxury
straight-to-heaven,by-kilian,men,4.07,3718,2007.0,woody,other,rum,warm spicy,"rum, dried fruits, patchouli, nutmeg, jasmine, virginia cedar, musk, amber, vanilla",luxury
ck-in2u-heat-for-her,calvin-klein,women,4.07,168,2009.0,citrus,other,tropical,warm spicy,"blood orange, frangipani, ginger, orchid, sandalwood, musk, cedar",cheap
ck-one-platinum-edition,calvin-klein,unisex,4.07,173,2018.0,woody,aromatic,fresh,aldehydic,"aldehydes, granny smith apple, cardamom, lavender, cinnamon, pink pepper, vetiver, cashmere wood, amber",cheap
ck-one-summer-2013,calvin-klein,unisex,4.07,562,2013.0,other,other,fresh,citrus,"water notes, citruses, cucumber, watermelon, water lily, musk, moss",cheap
eternity-summer-2011,calvin-klein,women,4.07,210,2011.0,white floral,other,powdery,fresh,"lily-of-the-valley, violet, coriander, gardenia, lotus, jasmine, mimosa, fig tree, musk",cheap
212-men-splash,carolina-herrera,men,4.07,55,2007.0,other,other,aromatic,powdery,"mint, bergamot, nutmeg, cardamom, ginger, gardenia, musk, sandalwood, incense",luxury
allure,chanel,women,4.07,5792,1996.0,citrus,other,white floral,fruity,"lemon, mandarin orange, peach, passionfruit, bergamot, honeysuckle, jasmine, magnolia, freesia, water lily, orange blossom, peony, may rose, vanilla, sandalwood, amber, vetiver, patchouli",luxury
paris-riviera,chanel,unisex,4.07,830,2019.0,citrus,other,white floral,fresh,"citruses, flowers, orange peel, neroli, jasmine, benzoin, sandalwood",luxury
feuille-verte,creed,unisex,4.07,45,2006.0,citrus,other,earthy,rose,"lime, mandarin orange, oakmoss, bulgarian rose, vanilla, jasmine",luxury
jasmin-imperatrice-eugenie,creed,women,4.07,340,1989.0,white floral,woody,amber,vanilla,"bergamot, italian jasmine, ambergris, bulgarian rose, sandalwood, vanille",luxury
royal-english-leather,creed,unisex,4.07,151,1781.0,other,other,citrus,woody,"mandarin orange, bergamot, ambergris, leather, sandalwood",luxury
royal-water,creed,unisex,4.07,1574,1997.0,citrus,other,fresh,aromatic,"citruses, lemon verbena, bergamot, mandarin orange, basil, allspice, cumin, musk, cedarwood",luxury
cool-water-intense,davidoff,men,4.07,2585,2019.0,other,citrus,coconut,sweet,"green mandarin, coconut nectar, amber",cheap
sakura,dior,unisex,4.07,719,2018.0,floral,other,fresh,green,"green notes, japanese cherry blossom, rose, jasmine, hedione, mimosa, white musk, violet",luxury
poison-girl-eau-de-toilette,dior,women,4.07,2614,2017.0,citrus,other,sweet,caramel,"frosted orange, bitter orange, lemon, orange blossom, neroli, grasse rose, damask rose, vanilla, caramel, tonka bean, heliotrope, cashmeran",luxury
orangerie-venise,giorgio-armani,unisex,4.07,350,2019.0,citrus,other,aromatic,fresh spicy,"bitter orange, citruses, bergamot, neroli, buchu or agathosma, ambroxan, cedar, moss",luxury
musc-shamal,giorgio-armani,unisex,4.07,384,2019.0,other,other,aldehydic,fresh,"aldehydes, citruses, musk, rose, jasmine, vanilla, amber, cedar",luxury
emporio-armani-diamonds-black-carat-for-her,giorgio-armani,women,4.07,244,2011.0,other,other,floral,rose,"freesia, rose, benzoin, vanilla",luxury
si-hair-mist,giorgio-armani,women,4.07,28,2017.0,woody,fruity,floral,soft spicy,"blackcurrant syrup, cassis, may rose, freesia, vanilla, patchouli, ambroxan, white wood",luxury
si-le-parfum,giorgio-armani,women,4.07,361,2016.0,other,fruity,warm spicy,vanilla,"black currant, bergamot, incense, osmanthus, jasmine, amber, benzoin, vanilla, patchouli leaf",luxury
